"from","to","edge_type"
"VDAC1","NUDC","sig_sig"
"DROSHA","RIPK1","sig_sig"
"NT5E","RPTOR","sig_sig"
"PKD1","S100A2","receptor_sig"
"KAT8","TP53BP1","sig_sig"
"UFL1","TBL2","sig_sig"
"ATXN1L","STAC2","sig_sig"
"RPL15","RPS6","sig_sig"
"OGT","WDR82","sig_sig"
"RASA1","ACTR1A","sig_sig"
"FAM20C","TSC22D1","sig_tf"
"MELK","FAM53C","sig_sig"
"ERGIC2","HNF4A","sig_tf"
"C19orf57","AIMP2","sig_sig"
"BMP15","PGRMC1","sig_sig"
"SRPRB","ATP2B2","sig_sig"
"PSMD14","MAX","sig_tf"
"WWOX","MATR3","sig_sig"
"CFL1","PHGDH","sig_sig"
"SMG5","RPL39","sig_sig"
"SYF2","DDX3X","sig_sig"
"KIF2A","STAG2","sig_sig"
"C5AR1","C5AR2","receptor_sig"
"SETD1A","RARS","sig_sig"
"DDX24","TSR2","sig_sig"
"DPY30","DYDC1","sig_sig"
"RPL18A","RPL36A","sig_sig"
"LARP1","HIST1H3D","sig_sig"
"CELSR2","PHF10","receptor_sig"
"ABCC10","MAPK8","sig_sig"
"SLC1A2","DARS","sig_sig"
"PASK","PPP1R3A","sig_sig"
"PSMD6","LBR","sig_sig"
"SNRPC","POLR2A","sig_sig"
"POLD2","AQR","sig_sig"
"CD99","EMD","receptor_sig"
"ARMCX3","TSEN34","sig_sig"
"HPSE2","GPC3","sig_sig"
"NIP7","GABARAP","sig_sig"
"SLC11A2","HNRNPA2B1","sig_sig"
"KDM5D","PCGF6","sig_tf"
"NMUR1","NPY2R","receptor_sig"
"NAPA","GNAQ","sig_sig"
"CEP162","SYNPO","sig_sig"
"STX3","ZMAT3","sig_sig"
"BHLHB9","GPANK1","sig_sig"
"CALM2","CASP8","sig_sig"
"POLR2A","SRSF4","sig_sig"
"VPS35","NMT1","sig_sig"
"MRPL37","MRPL36","sig_sig"
"SMAD1","ZFX","sig_tf"
"HDGF","HIST1H3G","sig_sig"
"REEP4","OR4S1","sig_sig"
"MOV10","NUTF2","sig_sig"
"EBP","ABCE1","receptor_sig"
"PRDX1","BUB3","sig_sig"
"CSNK2A1","PPA2","sig_sig"
"HIP1R","NECAP1","sig_sig"
"GART","CAD","sig_sig"
"ALDH16A1","UGP2","sig_sig"
"XRN1","IMP3","sig_sig"
"OBSL1","TUBA1B","sig_sig"
"CAD","HIST2H2AB","sig_sig"
"ZDHHC17","GCN1","sig_sig"
"HIST1H3H","HOXD1","sig_tf"
"MYL6","MOB4","sig_sig"
"HDAC1","HIST1H2AM","sig_sig"
"SNRNP48","SRSF7","sig_sig"
"NEDD4L","ATP2A2","sig_sig"
"ARRB2","XPO1","sig_sig"
"DDX1","PDCD6","sig_sig"
"DHX8","PABPC1","sig_sig"
"TNF","CD81","sig_sig"
"ATP5H","SDHA","sig_sig"
"EWSR1","SGO2","sig_sig"
"ALG8","CCDC107","sig_sig"
"UBC","STK35","sig_sig"
"DUSP6","PIN1","sig_tf"
"MRPS7","MRRF","sig_sig"
"NXF1","SF3B3","sig_sig"
"NSUN2","CKAP5","sig_sig"
"DSN1","BUB3","sig_sig"
"SDC4","MAPK3","receptor_sig"
"PHLDB2","PIK3R5","sig_sig"
"RDH10","DPYSL2","sig_sig"
"SH3GLB1","ZNF576","sig_tf"
"MARK3","NSDHL","sig_sig"
"HIST1H4B","TP53BP1","sig_sig"
"BBS1","ANKRD26","sig_sig"
"RIOK3","MED4","sig_sig"
"KLRK1","IL15RA","receptor_sig"
"PSMD10","CDK15","sig_sig"
"RPL37A","RPL15","sig_sig"
"HDAC2","GTF2I","sig_tf"
"PPP2R5A","CDC27","sig_sig"
"WDR89","HIST1H2AC","sig_sig"
"TRIP6","DMRT3","sig_tf"
"DDX46","ACTB","sig_sig"
"KPNA4","RPN2","sig_sig"
"SEC23B","CPSF7","sig_sig"
"SRPK2","BAZ1A","sig_sig"
"ATG101","FKBP4","sig_sig"
"AGK","PLPP1","sig_sig"
"SRSF6","TOE1","sig_sig"
"CBY1","NKAP","sig_sig"
"TTF2","RPF2","sig_sig"
"RNF185","RPS27A","sig_sig"
"CACNG1","PLN","sig_sig"
"EPN2","UBA52","sig_sig"
"LRP8","MOV10","receptor_sig"
"RFXAP","ANKRD2","sig_sig"
"HIST1H4I","SF3B3","sig_sig"
"NUP153","MYC","sig_tf"
"SOCS1","LCK","sig_sig"
"CDK19","EIF3A","sig_sig"
"NR5A2","NR1I2","sig_tf"
"CSNK1D","SORBS2","sig_sig"
"ISG20L2","CEBPZ","sig_tf"
"DNM1L","IMPDH2","sig_sig"
"PAX6","VAX1","sig_tf"
"SLX1B","PSMA4","sig_sig"
"RAD18","TEX10","sig_sig"
"CCT2","MLST8","sig_sig"
"EIF4A1","MMS19","sig_sig"
"SNAP25","C5orf30","sig_sig"
"ERCC4","BRCA1","sig_sig"
"SUZ12","NCBP1","sig_sig"
"TTF2","GCN1","sig_sig"
"PLXNA2","TAZ","receptor_sig"
"GRAP","RBPMS","sig_sig"
"CYSLTR1","NMUR2","receptor_sig"
"REG1B","NUP155","sig_sig"
"IGKV2D-40","IGHV3-48","sig_sig"
"RPS10","EIF4E2","sig_sig"
"MAPRE1","TUBA1B","sig_sig"
"STX1A","SNAP25","sig_sig"
"MRPL43","MRPL3","sig_sig"
"RSL24D1","HIST2H2AA4","sig_sig"
"COPA","TMEM237","sig_sig"
"MIS18A","TMEM150A","sig_sig"
"EIF3C","CSN2","sig_sig"
"SH3KBP1","SEPHS1","sig_sig"
"CRY2","TAGLN2","sig_sig"
"POLA1","ACSM1","sig_sig"
"CTNNB1","PARD3","sig_sig"
"PAK1","NCK1","sig_sig"
"FAM19A3","DHPS","sig_sig"
"ACAA1","SBDS","sig_sig"
"GPAT3","DBT","sig_sig"
"NUCB2","APOL2","sig_sig"
"CEP44","NPHP4","sig_sig"
"CEP57L1","FAM9B","sig_sig"
"NEFL","CDK5RAP2","sig_sig"
"TTC12","NUF2","sig_sig"
"PCBP1","SNRPA","sig_sig"
"RPS4X","AHSA1","sig_sig"
"POM121C","KPNA5","sig_sig"
"CDH1","PAG1","receptor_sig"
"SF3A2","ASPH","sig_sig"
"MRPS22","TMEM126A","sig_sig"
"TBL1Y","NCOR1","sig_sig"
"PGD","PPP2R1B","sig_sig"
"PAIP2","GABARAPL2","sig_sig"
"HSP90AB1","RPS7","sig_sig"
"EPB41","TMEM33","sig_sig"
"LDLR","CYP7A1","receptor_sig"
"SND1","PPP2R1A","sig_sig"
"RPF1","TUBA4A","sig_sig"
"RGS6","G3BP2","sig_sig"
"ELOC","ID2","sig_sig"
"VIM","XRCC4","sig_sig"
"LRRFIP1","FLII","sig_sig"
"NECAP2","SYT8","sig_sig"
"HIST1H3B","MAT2A","sig_sig"
"RPUSD2","AARSD1","sig_sig"
"MCF2L","RHOBTB1","sig_sig"
"FLII","AP2B1","sig_sig"
"RNPC3","SF3B2","sig_sig"
"IGHV1-2","C1QA","sig_sig"
"ETFA","ATP2A2","sig_sig"
"SHC1","CAV1","sig_sig"
"SAE1","RANGAP1","sig_sig"
"CTU1","MAPRE1","sig_sig"
"NTRK1","CASK","receptor_sig"
"ZWILCH","CENPC","sig_sig"
"RPL10","H3F3C","sig_sig"
"SET","TMOD1","sig_sig"
"CASP3","CASP2","sig_sig"
"ZNF471","ZNF99","sig_tf"
"SFPQ","TBL1XR1","sig_sig"
"NRG1","ABI1","sig_sig"
"ALAD","SMIM7","sig_sig"
"CLN3","TMPO","sig_sig"
"SCO1","PSME1","sig_sig"
"ASIC2","AKAP1","sig_sig"
"ODF2","ARHGAP21","sig_sig"
"PYCR2","TMEM165","sig_sig"
"NIT1","MIPEP","sig_sig"
"GABRQ","GABRA1","receptor_sig"
"CLTCL1","VAMP4","sig_sig"
"IL2RA","BCL2","receptor_sig"
"CCDC22","TOE1","sig_sig"
"FCN1","MASP2","receptor_sig"
"PIK3R3","IGKV2D-40","sig_sig"
"ANAPC5","ANAPC1","sig_sig"
"SPTAN1","EIF4A1","sig_sig"
"CCR5","HPRT1","receptor_sig"
"HIST1H4H","HIST1H3D","sig_sig"
"CSNK2A1","STARD10","sig_sig"
"TRIM17","UBE2E1","sig_sig"
"NDUFAF8","ECH1","sig_sig"
"FAM162A","IWS1","sig_sig"
"APP","PDCD7","sig_sig"
"MED6","PPIG","sig_sig"
"SPTAN1","P4HB","sig_sig"
"USMG5","RING1","sig_sig"
"H2AFJ","TOP1","sig_sig"
"CFDP1","HNRNPL","sig_sig"
"MAP2K1","FOXP3","sig_tf"
"APLP1","APBB3","sig_sig"
"WAC","RNF40","sig_sig"
"MYH1","PDIA3","sig_sig"
"CDH1","CD8A","receptor_sig"
"TAB2","CHUK","sig_sig"
"GABARAPL1","SRSF7","sig_sig"
"EXOSC3","NOL6","sig_sig"
"UBC","NKX2-5","sig_tf"
"SRSF2","CCNB2","sig_sig"
"NKAIN1","MTAP","sig_sig"
"TXNDC9","ABRAXAS2","sig_sig"
"FRS3","RASA4","sig_sig"
"IPO9","FXR1","sig_sig"
"SMURF1","CLNS1A","sig_sig"
"ZNF143","SALL3","sig_tf"
"GABARAPL2","WDR77","sig_sig"
"SPTAN1","ATP1A1","sig_sig"
"ETNK2","HNRNPK","sig_sig"
"COQ2","THRAP3","sig_sig"
"MDFI","DOCK2","sig_sig"
"PSMD13","PSMB4","sig_sig"
"PPP1CA","BRCA1","sig_sig"
"HIP1","SNX9","sig_sig"
"PLD1","AKT1","sig_sig"
"PSMC2","GCN1","sig_sig"
"HMGCS1","RPL35","sig_sig"
"MISP","HIP1R","sig_sig"
"PLK3","MFF","sig_sig"
"IDH3B","MCM3","sig_sig"
"CPSF2","UBA1","sig_sig"
"APP","BMX","sig_sig"
"WDR83","ALMS1","sig_sig"
"ATOX1","PYCR3","sig_sig"
"DCP1A","DCP1B","sig_sig"
"EMC4","SPCS2","sig_sig"
"BCL2","CPT1A","sig_sig"
"CCDC18","SDCCAG8","sig_sig"
"TAF1","PYCR2","sig_sig"
"G3BP2","RNF2","sig_sig"
"TRIM55","CKM","sig_sig"
"SDR16C5","DPYSL2","sig_sig"
"OR52H1","GNAL","sig_sig"
"KLHL21","COMMD2","sig_sig"
"DDX49","GTSE1","sig_sig"
"CEP192","CKAP5","sig_sig"
"RAB10","VAMP4","sig_sig"
"MRPL2","LACTB","sig_sig"
"IGKV1-16","LAT2","sig_sig"
"RBBP4","HIST1H4I","sig_sig"
"SRD5A1","MYC","sig_tf"
"ATM","USP28","sig_sig"
"PSMC1","PSMA3","sig_sig"
"PGAM2","EIF4A2","sig_sig"
"VPS72","EAF1","sig_sig"
"RB1CC1","SESN2","sig_sig"
"ZW10","RINT1","sig_sig"
"RPL9","SMAD2","sig_sig"
"NCK2","KAT6B","sig_sig"
"COPS5","CENPT","sig_tf"
"EGFR","IL17RD","receptor_sig"
"SLC27A2","ATP1A3","sig_sig"
"MAML1","EWSR1","sig_sig"
"SQSTM1","SRRM2","sig_sig"
"PSMB7","PPP2R1B","sig_sig"
"EEF1D","EIF1B","sig_sig"
"ACTN1","GNG10","sig_sig"
"ABCD3","RAD51","sig_sig"
"ACTN4","PDLIM1","sig_sig"
"PGK2","AKR1A1","sig_sig"
"G3BP2","CRKL","sig_sig"
"LYN","CD19","sig_sig"
"MRPL50","NPM1","sig_sig"
"MDFI","NSD1","sig_sig"
"PDE1A","PKLR","receptor_sig"
"DAB1","DAZAP2","sig_sig"
"RPS18","RPS16","sig_sig"
"NOP10","NOLC1","sig_sig"
"UBC","USP37","sig_sig"
"CRH","KRTAP9-3","sig_sig"
"RPL19","HIST1H3C","sig_sig"
"MAP4K1","LCP2","sig_sig"
"MED16","MED27","sig_sig"
"FBXO6","PTGFRN","sig_sig"
"RAD23A","MDM2","sig_sig"
"KMT2D","CBX3","sig_sig"
"MGST2","HDHD2","sig_sig"
"S100B","S100A9","sig_sig"
"ACAD8","TRUB2","sig_sig"
"TMEM216","ATP6AP1","sig_sig"
"CDK19","CREBBP","sig_sig"
"SKA2","MAPRE1","sig_sig"
"MYO1C","H3F3B","sig_sig"
"BMP2K","TERF2","sig_tf"
"CNOT6","HSPA4L","sig_sig"
"H2AFY","PDHA1","sig_sig"
"CRTAP","COL13A1","sig_sig"
"SLC11A2","CASP8","sig_sig"
"KAT5","TUBA3C","sig_sig"
"ACADM","HADH","sig_sig"
"NMD3","DDX21","sig_sig"
"NPSR1","TACR2","receptor_sig"
"DDX1","AP2B1","sig_sig"
"PTK2","SH3KBP1","sig_sig"
"HNRNPUL1","SF3A2","sig_sig"
"RAMP1","CRCP","receptor_sig"
"NECAP2","VAMP2","sig_sig"
"CDK2","SIRT2","sig_sig"
"ASB8","NEDD8","sig_sig"
"AKT1S1","PML","sig_sig"
"SUMO3","PHC2","sig_sig"
"GPR52","FZD2","receptor_sig"
"CENPL","HIST2H2AA3","sig_sig"
"CTPS2","TTLL2","sig_sig"
"CORT","CTCF","sig_tf"
"ING2","SCMH1","sig_tf"
"MCAT","GLYAT","sig_sig"
"NDUFAF4","NDUFB8","sig_sig"
"CD79B","CD19","sig_sig"
"SHC1","ARAP1","sig_sig"
"N6AMT1","TRMT112","sig_sig"
"ANK1","BET1","sig_sig"
"ASCC2","IFT57","sig_sig"
"TAF10","ATXN7","sig_sig"
"SNRPB2","SF3A1","sig_sig"
"PLK1","SF3B3","sig_sig"
"CLSTN1","GINM1","receptor_sig"
"INPP5K","UBB","receptor_sig"
"FAM216A","MAGEA10","sig_sig"
"HNRNPM","ADAR","sig_sig"
"CEP250","CRTC2","sig_sig"
"ATP2B2","CACNA1C","sig_sig"
"NXF1","CSN2","sig_sig"
"CSNK1E","ATP5A1","sig_sig"
"PNRC1","RORB","sig_tf"
"E2F4","TFDP2","sig_tf"
"SLC4A4","SLC4A7","sig_sig"
"GRIP2","ABL1","sig_sig"
"PRDX2","GGCT","sig_sig"
"APP","DUSP4","sig_sig"
"REEP1","OR14I1","sig_sig"
"RER1","HM13","sig_sig"
"TRIP6","RERE","sig_sig"
"BEX4","HSPB2","sig_sig"
"MYBPC1","ACO1","sig_sig"
"KRTAP10-1","KRTAP2-3","sig_sig"
"PCBP2","POLR2F","sig_sig"
"TYW1","ACTC1","sig_sig"
"INO80B","DICER1","sig_sig"
"PABPC1L","HDAC1","sig_sig"
"CYP4B1","CYP26C1","sig_sig"
"TARDBP","SH3GL1","sig_sig"
"RPS27A","MDM2","sig_sig"
"RPS10","TUBG1","sig_sig"
"LZTS2","DYRK1A","sig_sig"
"SARAF","STIM1","sig_sig"
"DDX6","RPS6KB2","sig_sig"
"UBE2G2","RNF168","sig_sig"
"DDAH1","TRIM25","sig_sig"
"CRLF3","SMC4","sig_sig"
"U2AF2","NOL11","sig_sig"
"TRIP6","SSX2IP","sig_sig"
"ALPPL2","SUCLA2","sig_sig"
"MSH2","MYO1C","sig_sig"
"RRAS2","HSPA8","sig_sig"
"PLPPR3","FBL","sig_sig"
"RPA2","SPTA1","sig_sig"
"LCP2","SH3KBP1","sig_sig"
"BIN1","ITSN2","sig_sig"
"BATF3","JUND","sig_tf"
"ARPC2","FUBP1","sig_sig"
"ARPC2","FOXA1","sig_tf"
"HMGB1","CUX1","sig_tf"
"CRADD","CASP8","sig_sig"
"SCRIB","TLE1","sig_sig"
"ADIPOQ","NELFB","sig_sig"
"SRSF11","NUP188","sig_sig"
"ILF2","SLC25A5","sig_sig"
"HSPA8","NUB1","sig_sig"
"GTF2H5","PARP1","sig_sig"
"CUL7","CENPF","sig_sig"
"RAE1","GYG2","sig_sig"
"AVPR2","EGFR","receptor_sig"
"C7orf50","ADARB1","sig_sig"
"TMEM63B","ATP2B1","sig_sig"
"TDP2","EPS8","sig_sig"
"POLR2K","INTS8","sig_sig"
"CNOT7","CDK4","sig_sig"
"UBE2E3","PSMD14","sig_sig"
"DDX23","STIP1","sig_sig"
"PDGFA","NFE2L2","sig_tf"
"VDAC2","PRKAR2B","sig_sig"
"GSTT1","AP2B1","sig_sig"
"TALDO1","ABCB1","sig_sig"
"DICER1","TTPAL","sig_sig"
"UBE2I","PHF19","sig_sig"
"ELOC","ASB8","sig_sig"
"MRPL22","NBR1","sig_sig"
"IGSF1","RAB3IL1","receptor_sig"
"TRAF2","PNPLA3","receptor_sig"
"EIF4A1","MEPCE","sig_sig"
"RRM1","PSMD2","sig_sig"
"UGT1A9","ENTPD5","sig_sig"
"TCTN1","PAFAH1B1","sig_sig"
"SIPA1","ANAPC13","sig_sig"
"MSX2","DLX5","sig_tf"
"PSMD5","EED","sig_sig"
"PFDN6","TAZ","sig_sig"
"TRPC1","PSMB7","sig_sig"
"RPL23","RPS15","sig_sig"
"RIPK1","MAP3K1","sig_sig"
"IL7","AKT1","sig_sig"
"GRB2","NKX2-1","sig_tf"
"FKBP8","XRCC3","sig_sig"
"PUM3","CENPV","sig_sig"
"ATP5S","PALLD","sig_sig"
"MC3R","DRD5","receptor_sig"
"CRYZ","BASP1","sig_sig"
"NHS","MSH5","sig_sig"
"KCNAB1","KCNH2","sig_sig"
"IKBKG","POLR1E","sig_sig"
"U2SURP","TFIP11","sig_sig"
"KIF23","IPP","sig_sig"
"NAA60","MEOX2","sig_tf"
"EP300","EWSR1","sig_sig"
"P4HB","AKR1E2","sig_sig"
"MMGT1","TCTN2","sig_sig"
"TUFT1","POLR2A","sig_sig"
"HIP1","CASP9","sig_sig"
"PRKCD","EIF2S1","sig_sig"
"KDELR1","CLTB","sig_sig"
"TLR2","SNAP23","receptor_sig"
"SEPHS1","SYNCRIP","sig_sig"
"CDK5","SRP72","sig_sig"
"ACTR8","ACTL6A","sig_sig"
"TNNT1","TNNC1","sig_sig"
"HTR7","SLC25A3","receptor_sig"
"STARD3NL","VAPA","sig_sig"
"KCNJ8","CD1B","sig_sig"
"SDR16C5","PRAME","sig_sig"
"MAPK3","PFN2","sig_sig"
"NXF1","PLCB3","sig_sig"
"SLC27A4","SPTLC1","sig_sig"
"TSPOAP1","CADPS2","sig_sig"
"DDB2","EP300","sig_sig"
"PRPF40A","NCBP1","sig_sig"
"PPP2R5C","CDCA5","sig_sig"
"PRKAR2B","ALDH1A1","sig_sig"
"KRT80","KRT28","sig_sig"
"CCDC88A","BARD1","sig_sig"
"LGR5","TSPAN8","receptor_sig"
"CDC73","ELOB","sig_sig"
"RPS23","LRRK2","sig_sig"
"COPG2","SLC25A4","sig_sig"
"CACNA1B","CPNE7","sig_sig"
"GNAZ","BCAR1","sig_sig"
"ZNRF1","TUBB4A","sig_sig"
"XRCC5","NCOR1","sig_sig"
"VWA8","CAT","sig_sig"
"NME4","MECR","sig_sig"
"CENPQ","HIST1H4I","sig_sig"
"SAA1","COL4A4","sig_sig"
"NARS2","OTC","sig_sig"
"PSMD6","SMC4","sig_sig"
"GCLM","CDO1","sig_sig"
"EGLN1","CPSF7","sig_sig"
"NCL","PHB","sig_sig"
"INO80","HIST1H2BM","sig_sig"
"MAK16","TUBB2A","sig_sig"
"DHX16","CPSF6","sig_sig"
"MID2","SPRY2","sig_sig"
"BSG","SEL1L","sig_sig"
"TBCD","CSK","sig_sig"
"LIMA1","EIF3H","sig_sig"
"PKMYT1","CKS2","sig_sig"
"CLASP1","CEP89","sig_sig"
"SNRPN","SNRPD1","sig_sig"
"CD4","LAT","receptor_sig"
"ITGA2B","CLNS1A","receptor_sig"
"KIF2A","CDCA5","sig_sig"
"PTPRA","INSR","receptor_sig"
"SNRPC","SRSF1","sig_sig"
"UBE2D2","RNF125","sig_sig"
"PABPC1","SACM1L","sig_sig"
"NOP58","DNMT1","sig_tf"
"CAP1","TUBB2A","sig_sig"
"SNRPB","DDX41","sig_sig"
"NCK2","PKN2","sig_sig"
"UCP1","AQP4","sig_sig"
"RFC4","RPA2","sig_sig"
"AMOT","NIPSNAP2","receptor_sig"
"ATP6V1D","ATP6V1G2","sig_sig"
"CCT8","POLR1C","sig_sig"
"RPL28","STAU1","sig_sig"
"TRPM4","TYRP1","sig_sig"
"MYH7","BANK1","sig_sig"
"AP2M1","CDK11B","sig_sig"
"PTP4A1","FNTB","sig_sig"
"NCAPH2","MCPH1","sig_sig"
"MRPS34","MRPL30","sig_sig"
"NDC80","CENPH","sig_sig"
"SLC1A7","CAD","sig_sig"
"LPAR1","GNAI2","receptor_sig"
"TUBA3C","POLR1A","sig_sig"
"MRPL28","MRPL24","sig_sig"
"MED7","CDK8","sig_sig"
"EFHC2","RMND5A","sig_sig"
"UBE2D4","KLHL25","sig_sig"
"BLK","CYTIP","sig_sig"
"RPS6KA5","HIST1H3J","sig_sig"
"ATRX","CHMP3","sig_sig"
"PDS5B","DDI1","sig_sig"
"IPO4","H3F3B","sig_sig"
"STIP1","MAP3K8","sig_sig"
"KISS1","TRPA1","sig_sig"
"CEBPD","SOX9","sig_tf"
"UMPS","EXD2","sig_sig"
"SGK1","FKBP5","sig_sig"
"MAML1","CCNT1","sig_sig"
"SEC24A","SCAP","sig_sig"
"ST14","PHB","sig_sig"
"POMP","FAM46C","sig_sig"
"NLRX1","SIRT4","sig_sig"
"UGT2B4","UXS1","sig_sig"
"SF3B4","SMU1","sig_sig"
"DNMT1","NR2C1","sig_tf"
"MRPL32","HNF4A","sig_tf"
"KIT","GRAP","receptor_sig"
"GNAL","OR10A4","sig_sig"
"PPWD1","SNRPG","sig_sig"
"HSPA1A","TRMT5","sig_sig"
"POLDIP3","PABPN1","sig_sig"
"VDAC3","MTCH2","sig_sig"
"PABPC1L2A","ETFA","sig_sig"
"ACSL3","EHHADH","sig_sig"
"CELA1","CSN2","sig_sig"
"GTF2F1","PTBP1","sig_sig"
"CTBP1","ZNF366","sig_tf"
"SEC22B","EED","sig_sig"
"HIRA","HIST1H3C","sig_sig"
"ING5","ALPL","sig_sig"
"LCE1B","KRTAP4-1","sig_sig"
"LIMA1","CPM","sig_sig"
"FXYD6","SCN3A","sig_sig"
"UCHL5","TUBA4A","sig_sig"
"UBE2K","RNF167","sig_sig"
"PLK4","HSP90AA1","sig_sig"
"CISD1","ONECUT1","sig_tf"
"CDC27","EHMT2","sig_sig"
"MRPS18A","MRPL47","sig_sig"
"KBTBD8","AK2","sig_sig"
"GNAO1","BCAR1","sig_sig"
"ELP2","KPTN","sig_sig"
"FAM109B","PLEKHJ1","sig_sig"
"ISG15","IRF3","sig_tf"
"RBM34","HIST1H1A","sig_sig"
"ORC2","SF3A3","sig_sig"
"CDC14B","CETN3","sig_sig"
"PRKCD","MBP","sig_sig"
"STUB1","E2F1","sig_tf"
"GORAB","STX6","sig_sig"
"CENPH","ABI2","sig_sig"
"HACE1","ELOC","sig_sig"
"GRM3","LPAR1","receptor_sig"
"ARPC4","DDX54","sig_sig"
"RPS14","NOB1","sig_sig"
"POLR2C","ERCC6","sig_sig"
"MED6","ANXA11","sig_sig"
"PAN2","AIFM1","sig_sig"
"BUB1","ZWINT","sig_sig"
"ZYX","RBM34","sig_sig"
"TAF12","HIST1H4K","sig_sig"
"MTHFD2","FPGS","sig_sig"
"STIP1","DNAJA2","sig_sig"
"IKBKG","VAMP3","sig_sig"
"VAMP7","CNNM2","sig_sig"
"HSD17B12","CCT7","sig_sig"
"THOC1","PPIH","sig_sig"
"AHDC1","E2F6","sig_tf"
"LSM4","LSM5","sig_sig"
"ACTR3B","UNK","sig_sig"
"GTF2F2","NELFCD","sig_sig"
"GRM1","REEP2","receptor_sig"
"MUS81","BAZ1B","sig_sig"
"SEPT2","SEPT4","sig_sig"
"FECH","ATM","sig_sig"
"CLNS1A","SNRPD3","sig_sig"
"EIF3I","HOXD4","sig_tf"
"GPATCH1","SF3A3","sig_sig"
"S100A8","RIF1","sig_sig"
"CHEK1","UIMC1","sig_sig"
"HMMR","CLIC1","receptor_sig"
"SH3BP2","PLCG2","sig_sig"
"SLC11A2","AMN1","sig_sig"
"MORC1","GMEB1","sig_tf"
"H1FX","CBX6","sig_sig"
"ND1","NSFL1C","sig_sig"
"ILK","ACACA","sig_sig"
"OCRL","XIAP","sig_sig"
"MAPK3","TTK","sig_sig"
"RPL27","HNRNPM","sig_sig"
"TNPO1","SSRP1","sig_sig"
"CPSF3","MED4","sig_sig"
"PSMC1","SPOP","sig_sig"
"TCF3","MYB","sig_tf"
"ATG3","WDR62","sig_sig"
"DGKZ","CBX8","sig_sig"
"HIST1H3D","CCDC92","sig_sig"
"DOCK10","CYLD","sig_sig"
"SNRNP48","POLR2B","sig_sig"
"PNMA1","SPG7","sig_sig"
"IQCF1","RPTOR","sig_sig"
"HDAC1","MSL1","sig_sig"
"RAF1","TMEM70","sig_sig"
"RBBP5","SGTA","sig_sig"
"CCNB2","CSPP1","sig_sig"
"LMAN2","FRAT1","sig_sig"
"BTF3","EIF4E2","sig_sig"
"ACSL1","GPAT4","sig_sig"
"TIMM13","COX14","sig_sig"
"EIF3I","PPA2","sig_sig"
"ORC4","TSNAX","sig_sig"
"PLK1","COPG1","sig_sig"
"RBX1","NOP14","sig_sig"
"MTUS1","SKP1","sig_sig"
"VPS35","SYMPK","sig_sig"
"OR2T6","CNOT1","receptor_sig"
"PPP2R1A","MKS1","sig_sig"
"LDLR","REPS1","receptor_sig"
"RNF111","NCOR1","sig_sig"
"NUB1","RPS24","sig_sig"
"MAOA","GPX1","sig_sig"
"CSNK2A1","PKM","sig_sig"
"PARN","PABPC1","sig_sig"
"MGAT4B","UGT2B17","sig_sig"
"SEH1L","SLC3A2","sig_sig"
"HNRNPA2B1","SNRPB","sig_sig"
"DAP3","MRPL43","sig_sig"
"CALM3","UTRN","sig_sig"
"NME7","GCK","sig_sig"
"OMG","ARHGDIA","sig_sig"
"SSRP1","CENPC","sig_sig"
"TGFBR1","FKBP1A","receptor_sig"
"C15orf48","UQCC2","sig_sig"
"CHEK2","MAT2A","sig_sig"
"DDX17","DHX9","sig_sig"
"TUBB4B","CHD1","sig_sig"
"NEURL4","FBXL5","sig_sig"
"RPS13","RPL15","sig_sig"
"COPS7A","FBXO9","sig_sig"
"GNB1","PIK3CG","sig_sig"
"RRAGA","RRAGD","sig_sig"
"MLST8","OTC","sig_sig"
"MARCH8","DND1","sig_sig"
"MGMT","CDK1","sig_sig"
"CNNM2","AKAP5","sig_sig"
"EFS","HCK","sig_sig"
"HAGHL","EIF3J","sig_sig"
"PHB","RAB32","sig_sig"
"ASH2L","POLR2J","sig_sig"
"HRAS","VAV2","sig_sig"
"ACTN4","SEC24C","sig_sig"
"NMD3","CBR1","sig_sig"
"MAP3K14","MAP3K7","sig_sig"
"MYL6B","RPN2","sig_sig"
"MED28","ICE2","sig_sig"
"RBM39","WDR43","sig_sig"
"MKL1","SSRP1","sig_sig"
"XRCC6","AGO1","sig_sig"
"DEGS2","UGT8","sig_sig"
"AKT1","PA2G4","sig_tf"
"SHKBP1","YWHAB","sig_sig"
"ERCC3","HIST3H2BB","sig_sig"
"EXOC8","EXOC6","sig_sig"
"DAG1","PRX","receptor_sig"
"CXorf56","HIST1H3H","sig_sig"
"ADAM15","TRIP13","sig_sig"
"SIRT7","VDAC1","sig_sig"
"IGLV1-40","RASGRP1","sig_sig"
"PAXBP1","SMNDC1","sig_sig"
"DLD","HIST1H2BI","sig_sig"
"PUF60","TADA2A","sig_sig"
"GRB2","SNTA1","sig_sig"
"TNFAIP3","TRAF6","sig_sig"
"GNG2","GNAI2","sig_sig"
"ACY3","GORASP2","sig_sig"
"CCDC155","GOSR2","sig_sig"
"CARS","NT5C1A","sig_sig"
"ALDOC","ACOX1","sig_sig"
"SORT1","MAPK11","receptor_sig"
"ACTL6A","MRGBP","sig_sig"
"SF3B1","GABARAP","sig_sig"
"SPSB2","UBE2U","sig_sig"
"CCL5","TXN","sig_sig"
"TPCN1","SLC24A2","sig_sig"
"TADA2B","HIST1H3J","sig_sig"
