"from","to","edge_type"
"ARHGEF9","EIF3H","sig_sig"
"KLK2","HIST1H2BM","sig_sig"
"AGPAT3","ACSBG1","sig_sig"
"NPY4R","CXCR2","receptor_sig"
"PCNA","HIST1H2BM","sig_sig"
"DDX5","ENO1","sig_sig"
"PSMB7","PSMD13","sig_sig"
"SGTA","STRAP","sig_sig"
"ALDH1A1","MAPK1","sig_sig"
"SFPQ","STON2","sig_sig"
"PIK3R3","ABCB6","sig_sig"
"KDELR3","TUBB2B","sig_sig"
"TNK1","NCOA5","sig_sig"
"EGF","IGHV4-34","sig_sig"
"CIRBP","CD2BP2","sig_sig"
"OPTN","RAB12","sig_sig"
"TNIP1","ABHD17A","sig_sig"
"ZNF250","ZNF560","sig_tf"
"CLUH","POLR2B","sig_sig"
"HECW2","DIDO1","sig_sig"
"DHDDS","AGPAT1","sig_sig"
"ODF3B","ACTN3","sig_sig"
"ARID4B","HIST1H4I","sig_sig"
"CTNNB1","PLEKHB1","sig_sig"
"GNG11","IGKV3-15","sig_sig"
"ARL3","RPL23","sig_sig"
"ACAD9","HSPD1","sig_sig"
"FGFR2","DUSP5","receptor_sig"
"DDX23","PGAM5","sig_sig"
"SEC11A","RPL35","sig_sig"
"CCT2","YAP1","sig_sig"
"ADGRE5","TMEM171","sig_sig"
"RCOR1","DYNLL1","sig_sig"
"ATP7A","PRDX1","sig_sig"
"CAB39L","PRKAA2","sig_sig"
"THOC2","HSPA4","sig_sig"
"DRG1","UTP23","sig_sig"
"ERCC3","GTF2F1","sig_sig"
"ATRIP","TIMELESS","sig_sig"
"FKBP1B","TKTL2","receptor_sig"
"CUL3","HNRNPH1","sig_sig"
"CRK","SUV39H2","sig_sig"
"COMMD4","WSB2","sig_sig"
"VTI1A","TMF1","sig_tf"
"SOCS1","HSPA5","sig_sig"
"DKK3","PPM1D","sig_sig"
"EPB41L4A","TRIM25","sig_sig"
"SLC38A1","ATP6","sig_sig"
"SEC63","EMC6","receptor_sig"
"FAM98A","NCOR2","sig_sig"
"ARHGEF7","SHANK3","sig_sig"
"PRDX3","MTA1","sig_sig"
"RPL15","RPL18A","sig_sig"
"URI1","TTI1","sig_sig"
"SMCR8","MGST3","sig_sig"
"NUP93","TELO2","sig_sig"
"MRPL58","LAMB3","sig_sig"
"ACTG1","ASL","sig_sig"
"EIF1B","ACAT2","sig_sig"
"CDK1","DCTN6","sig_sig"
"KTN1","RPS16","sig_sig"
"MRAP","FOXO3","sig_tf"
"CD2BP2","PRPSAP1","sig_sig"
"HSP90AA1","FKBP4","sig_sig"
"IL1RAP","IGHV3-7","receptor_sig"
"ALMS1","CEP152","sig_sig"
"TCOF1","HIST1H2BM","sig_sig"
"HIST3H2A","HIST2H3C","sig_sig"
"TANK","RARA","sig_tf"
"SLC25A4","TCF3","sig_tf"
"PPP1R1B","PPP1CC","sig_sig"
"RPS23","SMG7","sig_sig"
"RPL5","HIST1H2BK","sig_sig"
"OGDHL","EEF1G","sig_sig"
"GNGT2","GNA15","sig_sig"
"SUDS3","HIST1H3D","sig_sig"
"NARFL","DTX3","sig_sig"
"PRKDC","EXOC4","sig_sig"
"SDS","SLX1B","sig_sig"
"NUP54","GEMIN8","sig_sig"
"APC","CTNNB1","sig_sig"
"GMPPB","TUBA1A","sig_sig"
"MRPL46","MRPL42","sig_sig"
"AURKB","CDC6","sig_sig"
"DHX9","SCYL2","sig_sig"
"ACVR2A","STAT5A","receptor_tf"
"HSPA8","PLEKHA7","sig_sig"
"KIAA1468","TAF1","sig_sig"
"ZYG11B","UBC","sig_sig"
"VDAC1","SNX6","sig_sig"
"CLIC3","AGR2","sig_sig"
"SARNP","PDE4D","sig_sig"
"MAPK1","CD69","sig_sig"
"TSC2","TSC1","sig_sig"
"TIE1","PIK3R1","receptor_sig"
"FANCE","FANCA","sig_sig"
"ABCD3","GOLT1B","sig_sig"
"PPP5C","HSPA4L","sig_sig"
"DLD","HSDL2","sig_sig"
"DOCK6","LRCH1","sig_sig"
"NSF","SRRM2","sig_sig"
"TSG101","RAD18","sig_sig"
"CSNK2B","EIF4E1B","sig_sig"
"DDB1","FBXW5","sig_sig"
"MYH1","ALDH1A3","sig_sig"
"TMTC3","SPCS3","sig_sig"
"GCK","IPO4","sig_sig"
"ZNHIT1","HINFP","sig_tf"
"SUMO2","ACADM","sig_sig"
"OFD1","MKS1","sig_sig"
"EIF5A2","ACTA1","sig_sig"
"PMPCA","C17orf102","sig_sig"
"PDE7B","AK7","sig_sig"
"AP2M1","NCOR2","sig_sig"
"MICA","SCGB1D1","sig_sig"
"ULK1","RPTOR","sig_sig"
"CRY1","PABPC1","sig_sig"
"C22orf39","COL8A1","sig_sig"
"HIST1H2AE","PSMC6","sig_sig"
"AXIN1","CTNNA1","sig_sig"
"SULT2A1","HNF4A","sig_tf"
"LRIF1","PSMC3","sig_sig"
"CCNK","EAF2","sig_sig"
"ADH5","ACAA2","sig_sig"
"SRSF2","SIL1","sig_sig"
"PCBD1","WWP1","sig_sig"
"CRH","KRTAP1-5","sig_sig"
"HDAC1","DHX37","sig_sig"
"EGFR","GPRC5A","receptor_sig"
"HSPH1","PPP2CA","sig_sig"
"CBS","PDIA3","sig_sig"
"ROGDI","TUBA3C","sig_sig"
"MYH1","IPO4","sig_sig"
"TPRN","FLOT2","sig_sig"
"USP22","USP11","sig_sig"
"MSMO1","TECRL","sig_sig"
"HSPA1A","SDHC","sig_sig"
"TLE2","HIST1H3J","sig_sig"
"CXCL8","CCDC102A","sig_sig"
"GABARAPL2","STBD1","sig_sig"
"CUL1","POLD1","sig_sig"
"BYSL","DDX17","sig_sig"
"RPN2","RPS2","sig_sig"
"MCM5","NAGK","sig_sig"
"UBE2L3","UNKL","sig_sig"
"AXIN1","CUL1","sig_sig"
"LITAF","ATXN1","sig_sig"
"KRT31","CLDN2","sig_sig"
"CLN6","SELENOP","sig_sig"
"CXCL8","MTUS1","sig_sig"
"CDC37","MCMBP","sig_sig"
"SERPINA12","SEC22C","sig_sig"
"UTP14A","DDX52","sig_sig"
"NTN1","SSR2","sig_sig"
"NPEPPS","MYH1","sig_sig"
"PALB2","ATM","sig_sig"
"NEK7","SCYL1","sig_sig"
"DDX1","SMC4","sig_sig"
"MCM3","PMS2","sig_sig"
"ITGA4","PCBP1","receptor_sig"
"CST3","RNF115","sig_sig"
"GPS1","UBB","sig_sig"
"U2AF2","SFPQ","sig_sig"
"IGSF8","SRP14","sig_sig"
"MAPK14","ARL13B","sig_sig"
"MAPKAPK3","HIST1H3I","sig_sig"
"MRPL58","RBFA","sig_sig"
"DDX6","POLE2","sig_sig"
"UBC","MAP7D1","sig_sig"
"HSPH1","NOP58","sig_sig"
"TOP2A","HIST2H2AA4","sig_sig"
"SLC38A1","ALDH3A1","sig_sig"
"C15orf48","CYB5R3","sig_sig"
"CASP4","MSH6","sig_sig"
"SLC17A9","RPA2","sig_sig"
"PEX13","PEX6","sig_sig"
"VCP","PPP2R1B","sig_sig"
"PSMA6","PSME3","sig_sig"
"TNFSF12","BIRC2","sig_sig"
"ADH1A","ACOT2","sig_sig"
"PTGES","RABL3","sig_sig"
"CNTRL","LZTS2","sig_sig"
"NOC3L","PNO1","sig_sig"
"TERT","TCF7L1","sig_tf"
"DNM1","HAX1","sig_sig"
"RBM6","SF3B3","sig_sig"
"ELAVL1","DZANK1","sig_sig"
"CUL1","PPP2CA","sig_sig"
"DCUN1D2","FEM1C","sig_sig"
"LYZ","FRMD1","sig_sig"
"CNDP1","GFPT1","sig_sig"
"LPCAT2","ALDH5A1","sig_sig"
"FLOT1","SHKBP1","sig_sig"
"PWP1","ATF7","sig_tf"
"PNCK","CALML3","sig_sig"
"HCFC1","PRPF8","sig_sig"
"RPL23A","RPL5","sig_sig"
"GYS2","SRBD1","sig_sig"
"DYRK1B","SIPA1L2","sig_sig"
"FYB1","VASP","sig_sig"
"FARP1","AGGF1","sig_sig"
"NOP56","RPL13A","sig_sig"
"SYNC","WDR75","sig_sig"
"CBFA2T2","PDP1","sig_sig"
"HCN2","HTR3B","sig_sig"
"SF3B4","CD2BP2","sig_sig"
"HOXB8","ZNF324","sig_tf"
"ALG3","TCEA1","sig_sig"
"BTK","BECN1","sig_sig"
"PGK1","SFN","sig_sig"
"QPCTL","AGO3","sig_sig"
"SLC25A18","ACO2","sig_sig"
"SPTAN1","SYN1","sig_sig"
"GEMIN2","SMN1","sig_sig"
"PSMD13","MYH11","sig_sig"
"CDK8","STAT6","sig_tf"
"IK","PUF60","sig_sig"
"LAMP1","ANKLE2","sig_sig"
"ITGA9","COL20A1","receptor_sig"
"PCMTD1","TIPIN","sig_sig"
"SLC13A4","CD79A","sig_sig"
"CDK1","LIMD1","sig_sig"
"TSC1","BECN1","sig_sig"
"HDAC3","CREBZF","sig_tf"
"PABPC1L2A","NOB1","sig_sig"
"NSF","BET1L","sig_sig"
"GDPD1","CES3","sig_sig"
"IGHG1","APOA4","sig_sig"
"NTRK1","NUDCD1","receptor_sig"
"ATP2A2","RAB5C","sig_sig"
"WNT3A","GSK3B","sig_sig"
"HIST1H2AA","TCF3","sig_tf"
"MIIP","RTEL1","sig_sig"
"FCN2","CTNND1","sig_sig"
"GPS1","RPS27A","sig_sig"
"HIST2H2AA4","NPHP1","sig_sig"
"CREBBP","HIST1H3H","sig_sig"
"STIM1","MGP","sig_sig"
"DYNLL1","TMED2","sig_sig"
"WDFY3","TNS2","sig_sig"
"CUL4A","DDB2","sig_sig"
"PSMB2","PSMD2","sig_sig"
"CHST14","BCAN","sig_sig"
"CCDC116","PPP1R16A","sig_sig"
"LRRK1","DAPK1","sig_sig"
"DKC1","STRAP","sig_sig"
"RPL35","RPP30","sig_sig"
"LMF2","FAF2","sig_sig"
"CLOCK","THAP11","sig_tf"
"ACAT2","GNAS","sig_sig"
"CSF3","CCT7","sig_sig"
"GPR31","GNG7","sig_sig"
"FAHD1","SORD","sig_sig"
"GOSR1","EXOC4","sig_sig"
"OLAH","ACOT2","sig_sig"
"ROBO1","ARHGAP39","receptor_sig"
"ARL6IP1","SNX3","sig_sig"
"IST1","ASTE1","sig_sig"
"CD44","ADAM10","receptor_sig"
"SUMO3","MRPS35","sig_sig"
"ENO1","PAF1","sig_sig"
"UQCRQ","EIF3F","sig_sig"
"NTRK1","CAP1","receptor_sig"
"ASIC3","LIN7B","sig_sig"
"NDUFS6","NDUFS1","sig_sig"
"PRPF3","GTPBP3","sig_sig"
"SLC6A2","ATP1B3","sig_sig"
"UXT","SARM1","sig_sig"
"PTK2","COL9A2","sig_sig"
"JMJD6","SHMT2","receptor_sig"
"DLG1","RAB5B","receptor_sig"
"HIST1H2BO","HIST1H4C","sig_sig"
"ISG15","SFN","sig_sig"
"LRWD1","UBR5","sig_sig"
"P4HB","KIF26B","sig_sig"
"CDK9","CTR9","sig_sig"
"GFRA3","PRKCA","receptor_sig"
"POLR2B","HSPA8","sig_sig"
"UTRN","TUBA3E","sig_sig"
"IGKV1-33","CBLB","sig_sig"
"CCM2L","MYO1C","sig_sig"
"ZNF317","CXXC1","sig_tf"
"SMAD7","SMAD4","sig_tf"
"PSIP1","PCBP1","sig_sig"
"TUBGCP2","LGALS3BP","sig_sig"
"TAF9","TADA3","sig_sig"
"EIF3D","RPS7","sig_sig"
"MAPK14","CDC45","sig_sig"
"CASK","STXBP1","sig_sig"
"MSI1","VDAC1","sig_sig"
"COX15","HIST1H2AB","sig_sig"
"SVIL","CD109","sig_sig"
"GRB2","NKD2","sig_sig"
"MCM2","TUBA1A","sig_sig"
"MCM5","SF3A3","sig_sig"
"GSTP1","CA3","sig_sig"
"BPGM","RBM28","sig_sig"
"POLA1","CDK8","sig_sig"
"TUBB4A","PGAM2","sig_sig"
"FSHR","MC2R","receptor_sig"
"MAPK9","CDC42","sig_sig"
"LUC7L","FBXO25","sig_sig"
"ATP6V1D","COPB2","sig_sig"
"CLIC1","MAP4","sig_sig"
"S1PR4","GNA12","receptor_sig"
"CACNG2","SNAP25","sig_sig"
"TANGO2","SH3GL2","sig_sig"
"EDC3","EGLN3","sig_sig"
"MRPS23","MRPL17","sig_sig"
"AHCYL1","TPD52L2","sig_sig"
"PSMB11","PSMA8","sig_sig"
"KRR1","HIST1H3A","sig_sig"
"DVL3","KLF3","sig_tf"
"BAG3","HSPA1L","sig_sig"
"COPS7A","EIF2S2","sig_sig"
"IPO8","SRRT","sig_sig"
"ATP6V1D","ATP2B3","sig_sig"
"USP11","XPC","sig_sig"
"MYBPC1","CAPN3","sig_sig"
"RBM14","ZNF608","sig_tf"
"ACTN1","PSMD7","sig_sig"
"AIFM1","PUF60","sig_sig"
"GPX4","FEN1","sig_sig"
"RPS6KA1","REEP1","sig_sig"
"TRIM50","TNK2","sig_sig"
"DCAF7","AKAP5","sig_sig"
"PFN1","CYFIP1","sig_sig"
"MPHOSPH8","USMG5","sig_sig"
"ABCB1","HP","sig_sig"
"ACSL3","TAF9B","sig_sig"
"NCK1","FYN","sig_sig"
"VIP","SGTA","sig_sig"
"COG5","SYS1","sig_sig"
"GNB3","CPSF6","sig_sig"
"BCAS3","PELP1","sig_sig"
"PCBP2","CYLD","sig_sig"
"AHSA1","GNB1L","sig_sig"
"RPL17","NCBP2","sig_sig"
"BICD1","IQCB1","sig_sig"
"RARRES2","CYP19A1","sig_sig"
"IL2RG","STAT5B","receptor_tf"
"MCM2","HIST1H4I","sig_sig"
"USP44","TBL1XR1","sig_sig"
"ATP4B","PHKG1","sig_sig"
"PPP3CC","FLNA","sig_sig"
"GOLGA1","RAB6A","sig_sig"
"CSRP3","ATG5","sig_sig"
"IQCB1","SRSF2","sig_sig"
"ACTA1","CDH12","sig_sig"
"ATP2B4","GNAI2","sig_sig"
"HIST1H4I","PIAS4","sig_sig"
"CEP170","NUP93","sig_sig"
"SEPHS1","TJP1","sig_sig"
"STX3","ZC3H4","sig_sig"
"MEOX2","MLX","sig_tf"
"LSM7","SNW1","sig_sig"
"PRPF40A","POLR2C","sig_sig"
"TLR9","PALD1","receptor_sig"
"XPO1","MYO1F","sig_sig"
"CREM","SPI1","sig_tf"
"FER","EYA2","sig_sig"
"WDR77","HIST1H4I","sig_sig"
"NOC4L","HIST2H2AC","sig_sig"
"GAN","XRCC1","sig_sig"
"GNG11","AKT2","sig_sig"
"ROR2","SPCS2","receptor_sig"
"PLAA","VCP","sig_sig"
"MYO3B","MYO1C","sig_sig"
"NOLC1","E2F3","sig_tf"
"STIP1","GRWD1","sig_sig"
"MAATS1","PRKAR2B","sig_sig"
"GNS","HNF4A","sig_tf"
"GSK3B","SDCCAG8","sig_sig"
"MACF1","BAG6","sig_sig"
"BMP2","HDAC1","sig_sig"
"TMOD4","NEB","sig_sig"
"ACTN1","HIC2","sig_tf"
"ESR1","CARM1","receptor_sig"
"MYO1C","SRP72","sig_sig"
"DCTN2","TUBB","sig_sig"
"SRSF2","DDX23","sig_sig"
"SUV39H1","HIST1H2BO","sig_sig"
"NSA2","WDR36","sig_sig"
"ATG3","MCMBP","sig_sig"
"RPL32","NAF1","sig_sig"
"EMILIN1","BEX3","sig_sig"
"FBXO17","FBXL5","sig_sig"
"POPDC2","RBPJ","sig_tf"
"CCNC","TAGLN","sig_sig"
"SLC22A9","HPGD","sig_sig"
"EP400","DMAP1","sig_sig"
"RIMBP3","NEK6","sig_sig"
"SMARCC2","DPF1","sig_tf"
"RRP9","IMP3","sig_sig"
"DRG1","SNW1","sig_sig"
"HSP90AB1","PKN1","sig_sig"
"MED4","TFCP2L1","sig_tf"
"ETFA","ECHS1","sig_sig"
"AVPR1A","LPAR3","receptor_sig"
"MRPS9","MRPS25","sig_sig"
"RPL41","SECISBP2","sig_sig"
"ALG9","VPS51","sig_sig"
"HIST1H2BJ","NEUROD1","sig_tf"
"TMEM17","ZC3HAV1","sig_sig"
"MGAT5B","NME1","sig_sig"
"IPO11","TTF2","sig_sig"
"POLR1D","HIST1H2BM","sig_sig"
"CLK4","AHCYL2","sig_sig"
"HSD17B12","SEPT7","sig_sig"
"GNB2","TXK","sig_sig"
"GPN1","DNAJB4","sig_sig"
"RPS16","SRP54","sig_sig"
"SMC3","AURKB","sig_sig"
"S1PR5","NONO","receptor_sig"
"HIST1H4A","NASP","sig_sig"
"SPINT1","GDI2","sig_sig"
"NOL11","ISY1","sig_sig"
"INO80","LRRFIP2","sig_sig"
"PAFAH1B1","DYNLT1","sig_sig"
"RPL35A","RPS18","sig_sig"
"RNF213","UBE2L6","sig_sig"
"GATAD2B","POU5F1B","sig_tf"
"COPG1","HIST1H4I","sig_sig"
"LRWD1","HIST1H3I","sig_sig"
"ADRA2A","RELA","receptor_tf"
"GTF2A2","SNAPC4","sig_tf"
"SKIL","SETDB1","sig_tf"
"SUV39H2","MAGEA11","sig_sig"
"MYH11","INF2","sig_sig"
"PTPN11","PDGFRL","sig_sig"
"EPHB6","GIT1","receptor_sig"
"DCTN2","WDR62","sig_sig"
"SLC27A4","TMEM27","sig_sig"
"PCNA","ASB8","sig_sig"
"SNRPB2","THOC2","sig_sig"
"MED4","TLN1","sig_sig"
"PGK1","MSH3","sig_sig"
"ANXA3","LMNA","sig_sig"
"WDR5","EMD","sig_sig"
"SPCS2","VDAC2","sig_sig"
"WDR19","NEK7","sig_sig"
"ALDH1A3","HIST1H2AD","sig_sig"
"CBX3","TFDP2","sig_tf"
"NLRP3","MARCH7","sig_sig"
"MARK3","MAP7","sig_sig"
"PSMD2","HUWE1","sig_sig"
"EXT1","SYNE4","sig_sig"
"DYNC1I2","CEP76","sig_sig"
"UBD","DARS2","sig_sig"
"PPP1CC","HSPA8","sig_sig"
"RBM7","TAF1","sig_sig"
"CAPZA1","HSPA9","sig_sig"
"PSMC3","PPP2R1B","sig_sig"
"CEBPB","NANOG","sig_tf"
"CENPC","SGO1","sig_sig"
"ALYREF","CDK12","sig_sig"
"SDC2","SDC1","receptor_sig"
"ABL1","ST5","sig_sig"
"SRP19","RPL13","sig_sig"
"VCL","GSTK1","sig_sig"
"GRB2","CUL9","sig_sig"
"CTNNB1","PCDHB5","sig_sig"
"SNX9","STUB1","sig_sig"
"YWHAZ","BARD1","sig_sig"
"NUP37","AGO2","sig_sig"
"GMCL1","CPA4","sig_sig"
"ITSN1","SCAMP4","sig_sig"
"POLR2I","KMT2D","sig_sig"
"GMPS","SLC25A18","sig_sig"
"DIP2A","PSME3","sig_sig"
"SF3A2","AQR","sig_sig"
"NEK8","UBC","sig_sig"
"EED","GAK","sig_sig"
"KDSR","CERS6","sig_sig"
"PPP3CA","TUBA1A","sig_sig"
"NPBWR1","CCR5","receptor_sig"
"PDGFRB","STAT5B","receptor_tf"
"HSPA5","RPA2","sig_sig"
"KCNJ4","GNGT2","receptor_sig"
"SARS","NME3","sig_sig"
"SFPQ","ALPPL2","sig_sig"
"PXN","BCL2","sig_sig"
"NKAP","PPIG","sig_sig"
"LSP1","CD209","sig_sig"
"ADH5","PKM","sig_sig"
"ZBTB16","GATA2","sig_tf"
"UTP14C","RPS6","sig_sig"
"LURAP1","CCDC112","sig_sig"
"CSNK2A1","C1QA","sig_sig"
"PRDX6","RBM39","sig_sig"
"TRPV6","C4B","sig_sig"
"SGK1","PPP2R5A","sig_sig"
"LAT","FYB1","sig_sig"
"DENND1A","ANAPC15","sig_sig"
"PSMA7","FBXW7","sig_sig"
"GH1","ARF6","sig_sig"
"RPL21","TRIM25","sig_sig"
"HIST1H1T","RPS3","sig_sig"
"PRKAG1","C1orf94","sig_sig"
"AP5Z1","MDFI","sig_sig"
"WDR91","DVL2","sig_sig"
"MYH9","MYO1C","sig_sig"
"VDAC1","TP53RK","sig_sig"
"SDC1","GPC4","receptor_sig"
"GORAB","BTF3","sig_sig"
"CBX3","HIST1H1B","sig_sig"
"CBX3","ZXDC","sig_tf"
"KAT2A","ALB","sig_sig"
"UCK2","DLD","sig_sig"
"FAM177A1","GTF2F2","sig_sig"
"MYC","RBPJ","sig_tf"
"KLK10","GMCL1","sig_sig"
"TUFM","RPS6","sig_sig"
"TRPC6","HNRNPD","sig_sig"
"LIMD1","LGALS12","sig_sig"
"HIST1H3A","EXOC5","sig_sig"
"TPCN2","MYL2","sig_sig"
"CEBPA","MAX","sig_tf"
"ARID1A","CREBBP","sig_sig"
"HYOU1","PIGS","sig_sig"
"KDM2A","SMAD3","sig_tf"
"AKT1","STAT2","sig_tf"
"PIP5K1A","MED4","sig_sig"
"DLG1","KCND2","receptor_sig"
"KARS","AHCY","sig_sig"
"GPX8","CHST6","sig_sig"
"ADM2","GNG7","sig_sig"
"TRIM41","UBE2E3","sig_sig"
"RSPRY1","HSPA1B","sig_sig"
"NOP56","GTPBP4","sig_sig"
"VAT1L","UBXN2B","sig_sig"
"SOGA1","SIKE1","sig_sig"
"NDN","HNRNPU","sig_sig"
"MOV10","PGAM1","sig_sig"
"PLRG1","SAP18","sig_sig"
"SF3B4","APEX1","sig_sig"
"RAP1GDS1","HRAS","sig_sig"
"ENKD1","TICRR","sig_sig"
"TTN","EXOSC10","sig_sig"
"HDAC1","HIC1","sig_tf"
"ZCCHC13","RPL6","sig_sig"
"PSMB1","PSMC4","sig_sig"
"AAK1","SNX9","sig_sig"
"RINT1","DVL3","sig_sig"
"PRKACA","RAB8A","sig_sig"
"WDR83","CCNA2","sig_sig"
"STX7","NEDD4L","sig_sig"
"CAPZA1","TMED10","sig_sig"
"RAB14","GDI1","sig_sig"
"H2AFX","MLST8","sig_sig"
"SLC36A2","SRPK1","sig_sig"
"DST","CLIP4","sig_sig"
"DDO","PNPO","sig_sig"
"UBL4A","STX7","sig_sig"
"C1QTNF2","UBE2Q1","sig_sig"
"NAT2","NAT8","sig_sig"
"USP17L2","IFIH1","sig_sig"
"DDX28","PPP5C","sig_sig"
"KRT27","GSTK1","sig_sig"
"ACTR1A","HUWE1","sig_sig"
"ENO3","SPTB","sig_sig"
"ILVBL","ILK","sig_sig"
"IER3IP1","TRAF6","sig_sig"
"PWP2","CAPZB","sig_sig"
"G6PD","CSNK1D","sig_sig"
"HNRNPH1","ERG","sig_tf"
"DCAF6","ISOC1","sig_sig"
"SPTAN1","GNAI3","sig_sig"
"GLOD4","PNRC2","sig_sig"
"NCK1","VAV1","sig_sig"
"LSM12","FUS","sig_sig"
"SCYL2","AP1B1","sig_sig"
"TMEM132A","NDST1","sig_sig"
"PPM1D","MDM2","sig_sig"
"LASP1","SEPT3","sig_sig"
"TTN","TRIM63","sig_sig"
"CCDC33","FAM161A","sig_sig"
"RPLP1","RPL7","sig_sig"
"TRA2B","PRDX1","sig_sig"
"ATXN1","FAM46A","sig_sig"
"VIM","BRD1","sig_sig"
"HNRNPC","CUL2","sig_sig"
"RAD18","PDIA6","sig_sig"
"UTP15","IMP3","sig_sig"
"KNL1","SPC25","sig_sig"
"PRKG2","PDE5A","sig_sig"
"TGM3","MCM5","sig_sig"
"BZW2","MAVS","sig_sig"
"EEF2","ADK","sig_sig"
"DCTN3","NR3C2","sig_tf"
"BAG3","MCM7","sig_sig"
"TXNL4A","HNRNPF","sig_sig"
"PLCB1","EIF3K","sig_sig"
"PTK6","ARAP1","sig_sig"
"LSG1","NAP1L2","sig_sig"
"CHID1","ERO1B","sig_sig"
"RIMBP3","PRKAB2","sig_sig"
"KIF2A","CENPS","sig_tf"
"VCP","EEF1B2","sig_sig"
"CFL2","AK2","sig_sig"
"C1QA","IGKV2-30","sig_sig"
"SF3B6","DHX16","sig_sig"
"EIF3K","FTSJ1","sig_sig"
"HTR3E","PYGM","sig_sig"
"HIST1H1D","CD81","sig_sig"
"EDC3","CDK12","sig_sig"
"PGD","EIF6","sig_sig"
"RAB6A","OCRL","sig_sig"
"GAD1","NCK1","sig_sig"
"NEDD4L","WNK1","sig_sig"
"CBR1","GSTO1","sig_sig"
"VCAM1","EEF1D","receptor_sig"
"BRS3","PIK3R1","sig_sig"
"PF4V1","PLA2G4F","sig_sig"
"KLHL25","UBE2O","sig_sig"
"MED1","PARP1","sig_sig"
"GCLM","SP1","sig_tf"
"EEF1A2","YWHAB","sig_sig"
"SFPQ","PRPF8","sig_sig"
"TUBA8","PGP","sig_sig"
"PABPC1L2A","PRKACA","sig_sig"
"LIG4","CREBBP","sig_sig"
"ABCB6","GNAS","sig_sig"
"ARHGAP4","RHOA","sig_sig"
"MDH2","GRPEL1","sig_sig"
"MGST1","STMN2","sig_sig"
"MYO18A","GAB1","sig_sig"
"NECAP1","GAPVD1","sig_sig"
"CDKN1B","IRF1","sig_tf"
"WDR46","ZNF184","sig_tf"
"NEIL3","E2F4","sig_tf"
"NIF3L1","DUPD1","sig_sig"
"NGFR","SORCS2","receptor_sig"
"PAGR1","H3F3A","sig_sig"
"SMARCA5","FLII","sig_sig"
"LSM4","SNRNP200","sig_sig"
"SPAST","AMPD3","sig_sig"
"PIK3R4","SHC1","sig_sig"
"ALAD","RAD23B","sig_sig"
"NDC80","HNF4A","sig_tf"
"DNAJA1","PSAT1","sig_sig"
"LIG1","AK3","sig_sig"
"CKAP4","PLOD2","sig_sig"
"HAUS2","NPHP1","sig_sig"
"NRG4","NCKAP1L","sig_sig"
"MBD3L2","HDAC1","sig_sig"
"PRPF40A","RBM39","sig_sig"
"CDCA5","CDC16","sig_sig"
"BRD9","BRD4","sig_sig"
"PABPC4","TSR1","sig_sig"
"RDH13","CYP3A5","sig_sig"
"ZNF792","ZNF639","sig_tf"
"PTH","CASP1","sig_sig"
"NDUFS1","FAM19A3","sig_sig"
"C19orf70","DNAJC11","sig_sig"
"ZNF324B","ZNF665","sig_tf"
"PPP5C","MASTL","sig_sig"
"UFD1","RFC2","sig_sig"
"ESS2","PPIH","sig_sig"
"NME7","LSG1","sig_sig"
"XRCC5","PWP1","sig_sig"
"IPO8","BCOR","sig_sig"
"NINL","MED4","sig_sig"
"KCTD9","KRT34","sig_sig"
"ASB16","HSPA7","sig_sig"
"CDC40","HNRNPH1","sig_sig"
"CYB5A","CYP2A6","sig_sig"
"PLEKHG4","ZNF648","sig_tf"
"EIF4A2","INTS14","sig_sig"
"SNRPA","PCBP2","sig_sig"
"RRP1","NIFK","sig_sig"
"IFNG","TMC6","sig_sig"
"LCP2","CLNK","sig_sig"
"PXN","SH3GL2","sig_sig"
"TOR1AIP2","TMEM216","sig_sig"
"CAMK2A","NCAPH","sig_sig"
"RPA2","WDR48","sig_sig"
"TREH","AGPAT1","sig_sig"
"HIST1H4D","APBB1","sig_sig"
"RNF7","ASB9","sig_sig"
"VGLL4","CNN3","sig_sig"
"HIST1H4K","GLI2","sig_tf"
"INTS1","INTS4","sig_sig"
"RBM27","SRPK1","sig_sig"
"H2AFX","ALG9","sig_sig"
"JADE2","RFC1","sig_sig"
"MED7","MED26","sig_sig"
"RPS9","TSR1","sig_sig"
"DGAT2","PCK2","sig_sig"
"HIST2H2AC","EIF3C","sig_sig"
"GNA11","PRRT2","sig_sig"
"RPS8","RPL5","sig_sig"
"LARP7","STAU1","sig_sig"
"NEK7","NUP54","sig_sig"
"MRPL37","MRPS36","sig_sig"
"BRCA1","RFC2","sig_sig"
"THOC2","NUP107","sig_sig"
"PDIA6","SOD1","sig_sig"
"BAK1","RTL10","sig_sig"
"FSHB","AHR","sig_tf"
"DCTN2","CC2D2A","sig_sig"
"ADRA1B","ARRB2","receptor_sig"
"PDCD6IP","GLOD4","sig_sig"
"XDH","KHK","sig_sig"
"EP300","CD3EAP","sig_sig"
"COPZ2","COG6","sig_sig"
"STAT6","PPARG","sig_tf"
"RRBP1","GNB1","receptor_sig"
"PIK3R3","QARS","sig_sig"
"DDX3Y","CDC123","sig_sig"
"POLR1C","GTPBP4","sig_sig"
"DBN1","ACTN1","sig_sig"
"KIF11","RAB1B","sig_sig"
"COG5","DYNC1I2","sig_sig"
"CSNK2A2","PPP1R9A","sig_sig"
"MCM5","CIAO1","sig_sig"
